0.005000 1.000000
0.015000 0.999500
0.025000 0.998500
0.035000 0.997001
0.045000 0.995004
0.055000 0.992510
0.065000 0.989519
0.075000 0.986035
0.085000 0.982058
0.095000 0.977590
0.105000 0.972635
0.115000 0.967194
0.125000 0.961271
0.135000 0.954869
0.145000 0.947992
0.155000 0.940642
0.165000 0.932824
0.175000 0.924543
0.185000 0.915802
0.195000 0.906606
0.205000 0.896960
0.215000 0.886870
0.225000 0.876341
0.235000 0.865377
0.245000 0.853986
0.255000 0.842173
0.265000 0.829945
0.275000 0.817307
0.285000 0.804267
0.295000 0.790831
0.305000 0.777007
0.315000 0.762801
0.325000 0.748222
0.335000 0.733276
0.345000 0.717972
0.355000 0.702318
0.365000 0.686321
0.375000 0.669991
0.385000 0.653334
0.395000 0.636361
0.405000 0.619080
0.415000 0.601499
0.425000 0.583628
0.435000 0.565475
0.445000 0.547051
0.455000 0.528363
0.465000 0.509423
0.475000 0.490239
0.485000 0.470821
0.495000 0.451178
0.505000 0.431321
0.515000 0.411260
0.525000 0.391003
0.535000 0.370562
0.545000 0.349946
0.555000 0.329166
0.565000 0.308231
0.575000 0.287152
0.585000 0.265939
0.595000 0.244602
0.605000 0.223151
0.615000 0.201597
0.625000 0.179950
0.635000 0.158220
0.645000 0.136417
0.655000 0.114552
0.665000 0.092634
0.675000 0.070674
0.685000 0.048682
0.695000 0.026667
0.705000 0.004641
0.715000 -0.017387
0.725000 -0.039408
0.735000 -0.061411
0.745000 -0.083386
0.755000 -0.105325
0.765000 -0.127217
0.775000 -0.149052
0.785000 -0.170823
0.795000 -0.192518
0.805000 -0.214129
0.815000 -0.235647
0.825000 -0.257063
0.835000 -0.278368
0.845000 -0.299553
0.855000 -0.320609
0.865000 -0.341529
0.875000 -0.362304
0.885000 -0.382925
0.895000 -0.403385
0.905000 -0.423675
0.915000 -0.443788
0.925000 -0.463717
0.935000 -0.483453
0.945000 -0.502990
0.955000 -0.522320
0.965000 -0.541437
0.975000 -0.560334
0.985000 -0.579003
0.995000 -0.597440
1.005000 -0.615637
1.015000 -0.633588
1.025000 -0.651288
1.035000 -0.668730
1.045000 -0.685910
1.055000 -0.702821
1.065000 -0.719460
1.075000 -0.735820
1.085000 -0.751898
1.095000 -0.767688
1.105000 -0.783187
1.115000 -0.798389
1.125000 -0.813292
1.135000 -0.827890
1.145000 -0.842182
1.155000 -0.856163
1.165000 -0.869830
1.175000 -0.883180
1.185000 -0.896211
1.195000 -0.908919
1.205000 -0.921303
1.215000 -0.933359
1.225000 -0.945087
1.235000 -0.956484
1.245000 -0.967549
1.255000 -0.978280
1.265000 -0.988676
1.275000 -0.998736
1.285000 -1.008459
1.295000 -1.017845
1.305000 -1.026892
1.315000 -1.035600
1.325000 -1.043970
1.335000 -1.052001
1.345000 -1.059694
1.355000 -1.067048
1.365000 -1.074065
1.375000 -1.080745
1.385000 -1.087089
1.395000 -1.093098
1.405000 -1.098773
1.415000 -1.104115
1.425000 -1.109127
1.435000 -1.113809
1.445000 -1.118164
1.455000 -1.122193
1.465000 -1.125899
1.475000 -1.129284
1.485000 -1.132349
1.495000 -1.135098
1.505000 -1.137533
1.515000 -1.139657
1.525000 -1.141473
1.535000 -1.142984
1.545000 -1.144192
1.555000 -1.145101
1.565000 -1.145715
1.575000 -1.146037
1.585000 -1.146069
1.595000 -1.145817
1.605000 -1.145283
1.615000 -1.144472
1.625000 -1.143387
1.635000 -1.142032
1.645000 -1.140412
1.655000 -1.138530
1.665000 -1.136390
1.675000 -1.133997
1.685000 -1.131356
1.695000 -1.128470
1.705000 -1.125344
1.715000 -1.121982
1.725000 -1.118390
1.735000 -1.114571
1.745000 -1.110530
1.755000 -1.106273
1.765000 -1.101802
1.775000 -1.097124
1.785000 -1.092244
1.795000 -1.087165
1.805000 -1.081893
1.815000 -1.076432
1.825000 -1.070788
1.835000 -1.064965
1.845000 -1.058968
1.855000 -1.052802
1.865000 -1.046472
1.875000 -1.039983
1.885000 -1.033339
1.895000 -1.026546
1.905000 -1.019608
1.915000 -1.012531
1.925000 -1.005318
1.935000 -0.997976
1.945000 -0.990508
1.955000 -0.982919
1.965000 -0.975215
1.975000 -0.967400
1.985000 -0.959478
1.995000 -0.951455
2.005000 -0.943334
2.015000 -0.935121
2.025000 -0.926820
2.035000 -0.918436
2.045000 -0.909973
2.055000 -0.901436
2.065000 -0.892828
2.075000 -0.884155
2.085000 -0.875421
2.095000 -0.866629
2.105000 -0.857784
2.115000 -0.848891
2.125000 -0.839953
2.135000 -0.830974
2.145000 -0.821958
2.155000 -0.812910
2.165000 -0.803832
2.175000 -0.794730
2.185000 -0.785606
2.195000 -0.776464
2.205000 -0.767308
2.215000 -0.758142
2.225000 -0.748969
2.235000 -0.739791
2.245000 -0.730614
2.255000 -0.721439
2.265000 -0.712271
2.275000 -0.703111
2.285000 -0.693964
2.295000 -0.684833
2.305000 -0.675720
2.315000 -0.666627
2.325000 -0.657559
2.335000 -0.648518
2.345000 -0.639506
2.355000 -0.630525
2.365000 -0.621579
2.375000 -0.612670
2.385000 -0.603801
2.395000 -0.594972
2.405000 -0.586188
2.415000 -0.577450
2.425000 -0.568759
2.435000 -0.560119
2.445000 -0.551530
2.455000 -0.542996
2.465000 -0.534518
2.475000 -0.526096
2.485000 -0.517735
2.495000 -0.509434
2.505000 -0.501195
2.515000 -0.493020
2.525000 -0.484911
2.535000 -0.476868
2.545000 -0.468893
2.555000 -0.460988
2.565000 -0.453153
2.575000 -0.445389
2.585000 -0.437699
2.595000 -0.430081
2.605000 -0.422539
2.615000 -0.415072
2.625000 -0.407681
2.635000 -0.400367
2.645000 -0.393131
2.655000 -0.385973
2.665000 -0.378895
2.675000 -0.371896
2.685000 -0.364978
2.695000 -0.358140
2.705000 -0.351383
2.715000 -0.344707
2.725000 -0.338113
2.735000 -0.331601
2.745000 -0.325172
2.755000 -0.318825
2.765000 -0.312560
2.775000 -0.306378
2.785000 -0.300279
2.795000 -0.294263
2.805000 -0.288329
2.815000 -0.282478
2.825000 -0.276710
2.835000 -0.271024
2.845000 -0.265420
2.855000 -0.259899
2.865000 -0.254459
2.875000 -0.249101
2.885000 -0.243825
2.895000 -0.238629
2.905000 -0.233514
2.915000 -0.228480
2.925000 -0.223525
2.935000 -0.218650
2.945000 -0.213854
2.955000 -0.209136
2.965000 -0.204496
2.975000 -0.199934
2.985000 -0.195449
2.995000 -0.191041
3.005000 -0.186708
3.015000 -0.182450
3.025000 -0.178267
3.035000 -0.174158
3.045000 -0.170123
3.055000 -0.166160
3.065000 -0.162269
3.075000 -0.158449
3.085000 -0.154700
3.095000 -0.151021
3.105000 -0.147411
3.115000 -0.143869
3.125000 -0.140396
3.135000 -0.136989
3.145000 -0.133648
3.155000 -0.130372
3.165000 -0.127161
3.175000 -0.124014
3.185000 -0.120930
3.195000 -0.117908
3.205000 -0.114948
3.215000 -0.112048
3.225000 -0.109208
3.235000 -0.106426
3.245000 -0.103703
3.255000 -0.101038
3.265000 -0.098429
3.275000 -0.095875
3.285000 -0.093377
3.295000 -0.090932
3.305000 -0.088541
3.315000 -0.086203
3.325000 -0.083916
3.335000 -0.081679
3.345000 -0.079493
3.355000 -0.077356
3.365000 -0.075267
3.375000 -0.073226
3.385000 -0.071232
3.395000 -0.069284
3.405000 -0.067381
3.415000 -0.065522
3.425000 -0.063707
3.435000 -0.061935
3.445000 -0.060205
